,股票代码,accounting_period,序号,股票简称,首次预约时间,一次变更日期,二次变更日期,三次变更日期,实际披露时间,净利润-同比增长,净利润-净利润,公告日期,trade_date,time_distance
177,002852,2022-12-31,3506,道道全,2023-04-27,,,,2023-04-27,-117.704677134822,-417960392.43,2023-04-15 00:00:00,2023-03-05,53 days
178,002865,2022-12-31,166,钧达股份,2023-03-17,,,,2023-03-17,501.437287637792,717110266.16,2023-03-11 00:00:00,2023-03-05,12 days
179,002877,2022-12-31,2521,智能自控,2023-04-24,,,,2023-04-24,33.224997577719,84295441.26,2023-02-24 00:00:00,2023-03-05,50 days
180,002885,2022-12-31,2335,京泉华,2023-04-22,,,,2023-04-22,623.40189579643,144161700.0,2023-03-03 00:00:00,2023-03-05,48 days
181,002907,2022-12-31,4019,华森制药,2023-04-28,,,,2023-04-28,3.534822670963,95024631.72,2023-02-11 00:00:00,2023-03-05,54 days
182,002908,2022-12-31,1833,德生科技,2023-04-19,,,,2023-04-19,25.138948587632,114558932.72,2023-01-31 00:00:00,2023-03-05,45 days
183,002912,2022-12-31,167,中新赛克,2023-03-17,,,,2023-03-17,-316.928714747025,-122062100.0,2023-02-28 00:00:00,2023-03-05,12 days
184,002923,2022-12-31,3513,润都股份,2023-04-27,,,,2023-04-27,11.498806035675,155837792.1,2023-04-03 00:00:00,2023-03-05,53 days
185,002929,2022-12-31,3076,润建股份,2023-04-26,,,,2023-04-26,20.21264905011,424331151.97,2023-04-12 00:00:00,2023-03-05,52 days
186,002930,2022-12-31,4022,宏川智慧,2023-04-28,,,,2023-04-28,-17.72777296978,223971000.0,2023-04-15 00:00:00,2023-03-05,54 days
187,002935,2022-12-31,4023,天奥电子,2023-04-28,,,,2023-04-28,-4.982495228505,112499900.85,2023-03-25 00:00:00,2023-03-05,54 days
188,002937,2022-12-31,3514,兴瑞科技,2023-04-27,,,,2023-04-27,93.194943540315,219082100.0,2023-04-04 00:00:00,2023-03-05,53 days
189,002938,2022-12-31,540,鹏鼎控股,2023-03-29,,,,2023-03-29,51.073932929632,5011536600.0,2023-03-14 00:00:00,2023-03-05,24 days
190,002941,2022-12-31,4024,新疆交建,2023-04-28,,,,2023-04-28,40.511784888162,355189118.37,2023-02-22 00:00:00,2023-03-05,54 days
191,002942,2022-12-31,4025,新农股份,2023-04-28,,,,2023-04-28,-26.529425118786,101296600.0,2023-03-22 00:00:00,2023-03-05,54 days
192,002943,2022-12-31,653,宇晶股份,2023-03-30,,,,2023-03-30,1537.68292353942,97271137.69,2023-03-13 00:00:00,2023-03-05,25 days
193,002947,2022-12-31,145,恒铭达,2023-03-16,,,,2023-03-16,517.428671954964,193032900.0,2023-03-13 00:00:00,2023-03-05,11 days
194,002959,2022-12-31,1173,小熊电器,2023-04-07,,,,2023-04-07,31.206049141334,371836500.0,2023-02-17 00:00:00,2023-03-05,33 days
195,002966,2022-12-31,2710,苏州银行,2023-04-25,,,,2023-04-25,26.114966590882,3918000000.0,2023-01-30 00:00:00,2023-03-05,51 days
196,002971,2022-12-31,3081,和远气体,2023-04-26,,,,2023-04-26,-22.389592279854,70027148.69,2023-02-28 00:00:00,2023-03-05,52 days
197,002976,2022-12-31,4580,瑞玛精密,2023-04-29,,,,2023-04-29,46.65553701351,66915362.84,2023-04-17 00:00:00,2023-03-05,55 days
198,002986,2022-12-31,1281,宇新股份,2023-04-10,,,,2023-04-10,205.478882075556,430703396.68,2023-03-13 00:00:00,2023-03-05,36 days
199,002996,2022-12-31,845,顺博合金,2023-03-31,,,,2023-03-31,-41.096388010318,201562800.0,2023-02-16 00:00:00,2023-03-05,26 days
200,003006,2022-12-31,371,百亚股份,2023-03-25,,,,2023-03-25,-17.473263111342,188098900.0,2023-01-18 00:00:00,2023-03-05,20 days
201,003009,2022-12-31,1494,中天火箭,2023-04-14,,,,2023-04-14,17.928143708093,144288463.73,2023-01-18 00:00:00,2023-03-05,40 days
202,003017,2022-12-31,2716,大洋生物,2023-04-25,,,,2023-04-25,15.308854266751,80726948.9,2023-04-14 00:00:00,2023-03-05,51 days
203,003035,2022-12-31,1568,南网能源,2023-04-15,,,,2023-04-15,15.558172927654,553450500.0,2023-02-28 00:00:00,2023-03-05,41 days
204,003040,2022-12-31,846,楚天龙,2023-03-31,,,,2023-03-31,162.365327485306,164620600.0,2023-03-13 00:00:00,2023-03-05,26 days
205,300002,2022-12-31,2522,神州泰岳,2023-04-24,2023-04-27,,,2023-04-27,42.537264912987,548080300.0,2023-02-25 00:00:00,2023-03-05,50 days
206,300012,2022-12-31,2721,华测检测,2023-04-25,,,,2023-04-25,20.925766426043,902332275.9,2023-02-28 00:00:00,2023-03-05,51 days
207,300014,2022-12-31,1725,亿纬锂能,2023-04-18,,,,2023-04-18,20.790755597207,3509929200.0,2023-03-14 00:00:00,2023-03-05,44 days
208,300019,2022-12-31,372,硅宝科技,2023-03-25,,,,2023-03-25,-6.544097539253,250157900.0,2023-02-10 00:00:00,2023-03-05,20 days
209,300026,2022-12-31,848,红日药业,2023-03-31,,,,2023-03-31,-9.098263115602,624783000.0,2023-02-28 00:00:00,2023-03-05,26 days
210,300037,2022-12-31,459,新宙邦,2023-03-28,,,,2023-03-28,34.75819142805,1760804107.56,2023-01-19 00:00:00,2023-03-05,23 days
211,300049,2022-12-31,3527,福瑞股份,2023-04-27,,,,2023-04-27,3.002351464105,98335189.38,2023-02-28 00:00:00,2023-03-05,53 days
212,300057,2022-12-31,1318,万顺新材,2023-04-11,,,,2023-04-11,565.755092101433,204670296.88,2023-02-28 00:00:00,2023-03-05,37 days
213,300073,2022-12-31,2726,当升科技,2023-04-25,,,,2023-04-10,106.81743279472,2256343094.81,2023-03-15 00:00:00,2023-03-05,51 days
214,300087,2022-12-31,660,荃银高科,2023-03-30,2023-03-18,,,2023-03-18,38.051143401276,233369014.01,2023-02-17 00:00:00,2023-03-05,25 days
215,300109,2022-12-31,3535,新开源,2023-04-27,,,,2023-04-27,50.458065667242,311519981.34,2023-03-02 00:00:00,2023-03-05,53 days
216,300112,2022-12-31,2730,万讯自控,2023-04-25,,,,2023-04-25,2.531915165606,94884450.26,2023-02-25 00:00:00,2023-03-05,51 days
217,300115,2022-12-31,853,长盈精密,2023-03-31,,,,2023-03-31,107.060188770608,42685669.92,2023-02-27 00:00:00,2023-03-05,26 days
218,300124,2022-12-31,2732,汇川技术,2023-04-25,,,,2023-04-25,19.746892577201,4279040951.03,2023-03-01 00:00:00,2023-03-05,51 days
219,300126,2022-12-31,2352,锐奇股份,2023-04-22,,,,2023-04-22,-61.530695049562,3934196.89,2023-02-27 00:00:00,2023-03-05,48 days
220,300130,2022-12-31,854,新国都,2023-03-31,2023-04-28,,,2023-04-28,47.798130345581,296583700.0,2023-03-13 00:00:00,2023-03-05,26 days
221,300133,2022-12-31,3093,华策影视,2023-04-26,,,,2023-04-26,1.153487661166,405012900.0,2023-04-03 00:00:00,2023-03-05,52 days
222,300138,2022-12-31,460,晨光生物,2023-03-28,,,,2023-03-28,23.941635156226,435672730.84,2023-02-28 00:00:00,2023-03-05,23 days
223,300160,2022-12-31,1175,秀强股份,2023-04-07,2023-04-12,,,2023-04-12,33.336456068529,182676614.4,2023-02-28 00:00:00,2023-03-05,33 days
224,300181,2022-12-31,3099,佐力药业,2023-04-26,,,,2023-04-26,54.68166845673,277511428.83,2023-03-15 00:00:00,2023-03-05,52 days
225,300183,2022-12-31,2537,东软载波,2023-04-24,,,,2023-04-24,17.023979506131,156048200.0,2023-02-20 00:00:00,2023-03-05,50 days
226,300188,2022-12-31,1112,美亚柏科,2023-04-01,,,,2023-04-01,-53.938100890361,143116900.0,2023-03-20 00:00:00,2023-03-05,27 days
227,300217,2022-12-31,2743,东方电热,2023-04-25,,,,2023-04-25,70.343369573176,295977617.09,2023-04-04 00:00:00,2023-03-05,51 days
228,300224,2022-12-31,462,正海磁材,2023-03-28,,,,2023-03-28,52.316202202064,403700838.68,2023-03-13 00:00:00,2023-03-05,23 days
229,300225,2022-12-31,3551,金力泰,2023-04-27,,,,2023-04-27,-2.180959438027,-113074398.73,2023-04-11 00:00:00,2023-03-05,53 days
230,300227,2022-12-31,1142,光韵达,2023-04-04,,,,2023-04-04,-11.658929681909,80871529.91,2023-02-28 00:00:00,2023-03-05,30 days
231,300257,2022-12-31,2114,开山股份,2023-04-21,,,,2023-04-21,36.052881089343,413120900.0,2023-03-13 00:00:00,2023-03-05,47 days
232,300260,2022-12-31,3558,新莱应材,2023-04-27,,,,2023-04-27,106.107965284165,349994271.65,2023-02-28 00:00:00,2023-03-05,53 days
233,300261,2022-12-31,3109,雅本化学,2023-04-26,,,,2023-04-26,10.387526933859,200738905.84,2023-02-28 00:00:00,2023-03-05,52 days
234,300271,2022-12-31,3111,华宇软件,2023-04-26,,,,2023-04-26,-425.243042501773,-958102247.02,2023-02-27 00:00:00,2023-03-05,52 days
235,300281,2022-12-31,51,金明精机,2023-03-07,2023-03-17,,,2023-03-17,-103.986576288298,-1579172.97,2023-03-17 00:00:00,2023-03-05,2 days
236,300286,2022-12-31,190,安科瑞,2023-03-18,,,,2023-03-18,0.018396747371,170096458.14,2023-02-28 00:00:00,2023-03-05,13 days
237,300294,2022-12-31,375,博雅生物,2023-03-25,,,,2023-03-25,25.445927628734,432197600.0,2023-03-13 00:00:00,2023-03-05,20 days
238,300303,2022-12-31,2369,聚飞光电,2023-04-22,,,,2023-04-22,-30.715800250701,188211661.09,2023-03-24 00:00:00,2023-03-05,48 days
239,300306,2022-12-31,1945,远方信息,2023-04-20,,,,2023-04-20,-23.949566895869,80126590.18,2023-02-22 00:00:00,2023-03-05,46 days
240,300308,2022-12-31,2542,中际旭创,2023-04-24,,,,2023-04-24,40.924488763581,1235875531.84,2023-02-28 00:00:00,2023-03-05,50 days
241,300316,2022-12-31,1133,晶盛机电,2023-04-03,,,,2023-04-03,70.434582910926,2917357900.0,2023-03-15 00:00:00,2023-03-05,29 days
242,300322,2022-12-31,3564,硕贝德,2023-04-27,,,,2023-04-27,-279.85430574822,-86100741.8,2023-04-14 00:00:00,2023-03-05,53 days
243,300338,2022-12-31,2756,ST开元,2023-04-25,,,,2023-04-25,107.51037123768,34605500.0,2023-02-28 00:00:00,2023-03-05,51 days
244,300341,2022-12-31,1320,麦克奥迪,2023-04-11,,,,2023-04-11,46.154148596951,260208900.0,2023-02-27 00:00:00,2023-03-05,37 days
245,300371,2022-12-31,2763,汇中股份,2023-04-25,,,,2023-04-25,-28.957862075312,110248753.19,2023-02-28 00:00:00,2023-03-05,51 days
246,300373,2022-12-31,1390,扬杰科技,2023-04-12,,2023-04-28,,2023-04-28,38.166454954692,1061261100.0,2023-03-28 00:00:00,2023-03-05,38 days
247,300377,2022-12-31,3570,赢时胜,2023-04-27,,,,2023-04-27,-76.597735563016,61499700.0,2023-04-14 00:00:00,2023-03-05,53 days
248,300378,2022-12-31,866,鼎捷软件,2023-03-31,2023-04-27,,,2023-04-27,17.338175759068,131644168.59,2023-03-14 00:00:00,2023-03-05,26 days
249,300389,2022-12-31,867,艾比森,2023-03-31,,,,2023-03-31,568.690697651118,200218700.0,2023-02-28 00:00:00,2023-03-05,26 days
250,300407,2022-12-31,3124,凯发电气,2023-04-26,,,,2023-04-26,30.765738482074,88116262.14,2023-02-28 00:00:00,2023-03-05,52 days
251,300412,2022-12-31,2383,迦南科技,2023-04-22,2023-04-20,,,2023-04-20,-195.495407827138,-70377609.75,2023-02-28 00:00:00,2023-03-05,48 days
252,300413,2022-12-31,2384,芒果超媒,2023-04-22,,,,2023-04-22,-13.86127706377,1821050300.0,2023-02-28 00:00:00,2023-03-05,48 days
253,300418,2022-12-31,3126,昆仑万维,2023-04-26,2023-04-11,,,2023-04-11,-24.677872307425,1165118819.33,2023-02-28 00:00:00,2023-03-05,52 days
254,300427,2022-12-31,3577,*ST红相,2023-04-27,2023-04-29,,,2023-04-29,110.35216666837,65824200.0,2023-04-21 00:00:00,2023-03-05,53 days
255,300428,2022-12-31,2766,立中集团,2023-04-25,,,,2023-04-25,10.796538848138,498629689.69,2023-01-19 00:00:00,2023-03-05,51 days
256,300433,2022-12-31,2547,蓝思科技,2023-04-24,,,,2023-04-24,20.080861173643,2485965543.99,2023-02-28 00:00:00,2023-03-05,50 days
257,300443,2022-12-31,1393,金雷股份,2023-04-12,,,,2023-04-12,-28.033372955076,357226385.5,2023-02-28 00:00:00,2023-03-05,38 days
258,300446,2022-12-31,2769,乐凯新材,2023-04-25,2023-03-28,,,2023-03-28,1.275169617633,5050639.66,2023-02-27 00:00:00,2023-03-05,51 days
259,300453,2022-12-31,294,三鑫医疗,2023-03-23,,,,2023-03-23,18.423114179405,184634263.09,2023-02-28 00:00:00,2023-03-05,18 days
260,300458,2022-12-31,226,全志科技,2023-03-21,,,,2023-03-21,-57.248742403921,211387338.07,2023-02-24 00:00:00,2023-03-05,16 days
261,300471,2022-12-31,1738,厚普股份,2023-04-18,,,,2023-04-18,-1300.08153692523,-130992500.0,2023-02-27 00:00:00,2023-03-05,44 days
262,300479,2022-12-31,3138,神思电子,2023-04-26,,,,2023-04-26,29.754050267509,-115830864.56,2023-04-11 00:00:00,2023-03-05,52 days
263,300481,2022-12-31,871,濮阳惠成,2023-03-31,,,,2023-03-31,65.630377550552,418499600.0,2023-02-27 00:00:00,2023-03-05,26 days
264,300484,2022-12-31,3139,蓝海华腾,2023-04-26,,,,2023-04-26,35.586124280137,83944354.85,2023-02-20 00:00:00,2023-03-05,52 days
265,300487,2022-12-31,3140,蓝晓科技,2023-04-26,,,,2023-04-26,73.002459683571,537789555.75,2023-03-13 00:00:00,2023-03-05,52 days
266,300488,2022-12-31,3141,恒锋工具,2023-04-26,,,,2023-04-26,-27.340262009399,112374048.34,2023-02-28 00:00:00,2023-03-05,52 days
267,300498,2022-12-31,3144,温氏股份,2023-04-26,,,,2023-04-26,138.941471512371,5219854700.0,2023-02-20 00:00:00,2023-03-05,52 days
268,300514,2022-12-31,4071,友讯达,2023-04-28,2023-04-11,2023-04-28,,2023-04-28,71.564880435983,98760566.29,2023-04-10 00:00:00,2023-03-05,54 days
269,300519,2022-12-31,2776,新光药业,2023-04-25,,,,2023-04-25,-4.759991429334,108840623.83,2023-02-24 00:00:00,2023-03-05,51 days
270,300533,2022-12-31,2129,冰川网络,2023-04-21,,,,2023-04-21,307.030645128706,130581962.03,2023-04-10 00:00:00,2023-03-05,47 days
271,300549,2022-12-31,4073,优德精密,2023-04-28,,,,2023-04-28,-26.498095707153,28243663.45,2023-02-28 00:00:00,2023-03-05,54 days
272,300557,2022-12-31,2393,理工光科,2023-04-22,,,,2023-04-22,47.491908785911,19914800.0,2023-03-10 00:00:00,2023-03-05,48 days
273,300570,2022-12-31,877,太辰光,2023-03-31,,,,2023-03-31,151.490986037969,180461769.29,2023-03-13 00:00:00,2023-03-05,26 days
274,300582,2022-12-31,1741,英飞特,2023-04-18,,,,2023-04-18,12.020518342454,203852456.3,2023-02-27 00:00:00,2023-03-05,44 days
275,300587,2022-12-31,3606,天铁股份,2023-04-27,,,,2023-04-27,37.442968014827,415636097.96,2023-04-19 00:00:00,2023-03-05,53 days
276,300592,2022-12-31,1954,华凯易佰,2023-04-20,,,,2023-04-20,340.827749410479,210492693.69,2023-04-10 00:00:00,2023-03-05,46 days
277,300610,2022-12-31,2133,晨化股份,2023-04-21,,,,2023-04-21,-19.220484380421,125033200.0,2023-02-20 00:00:00,2023-03-05,47 days
278,300623,2022-12-31,1955,捷捷微电,2023-04-20,,,,2023-04-20,-27.683470443726,359454300.0,2023-04-14 00:00:00,2023-03-05,46 days
279,300625,2022-12-31,2399,三雄极光,2023-04-22,,,,2023-04-22,286.80402794284,101947220.54,2023-02-27 00:00:00,2023-03-05,48 days
280,300627,2022-12-31,2557,华测导航,2023-04-24,2023-04-18,,,2023-04-18,22.891660407538,361714996.76,2023-02-03 00:00:00,2023-03-05,50 days
281,300628,2022-12-31,2400,亿联网络,2023-04-22,,,,2023-04-22,35.151351380785,2184154500.0,2023-02-28 00:00:00,2023-03-05,48 days
282,300629,2022-12-31,1956,新劲刚,2023-04-20,,,,2023-04-20,35.566584113574,131540924.99,2023-04-10 00:00:00,2023-03-05,46 days
283,300653,2022-12-31,1321,正海生物,2023-04-11,,,,2023-04-11,8.103347112375,182210985.37,2023-01-31 00:00:00,2023-03-05,37 days
284,300660,2022-12-31,2792,江苏雷利,2023-04-25,,,,2023-04-25,6.603027469541,260279500.0,2023-03-17 00:00:00,2023-03-05,51 days
285,300662,2022-12-31,2406,科锐国际,2023-04-22,,,,2023-04-22,15.155908160994,290818112.38,2023-02-27 00:00:00,2023-03-05,48 days
286,300666,2022-12-31,1179,江丰电子,2023-04-07,,,,2023-04-07,153.652111095975,270460972.64,2023-02-27 00:00:00,2023-03-05,33 days
287,300676,2022-12-31,883,华大基因,2023-03-31,,,,2023-03-31,-44.424726228148,812252800.0,2023-02-27 00:00:00,2023-03-05,26 days
288,300678,2022-12-31,884,中科信息,2023-03-31,,,,2023-03-31,17.560914961823,50692222.07,2023-02-25 00:00:00,2023-03-05,26 days
289,300693,2022-12-31,3167,盛弘股份,2023-04-26,2023-03-23,,,2023-03-23,97.019041707619,223517717.98,2023-02-27 00:00:00,2023-03-05,52 days
290,300699,2022-12-31,470,光威复材,2023-03-28,,,,2023-03-28,22.881297265879,931910500.0,2023-01-12 00:00:00,2023-03-05,23 days
291,300703,2022-12-31,2138,创源股份,2023-04-21,,,,2023-04-21,691.651789958486,74943300.0,2023-04-14 00:00:00,2023-03-05,47 days
292,300711,2022-12-31,671,广哈通信,2023-03-30,,,,2023-03-30,11.677308375032,48815226.53,2023-03-15 00:00:00,2023-03-05,25 days
293,300719,2022-12-31,1745,安达维尔,2023-04-18,,,,2023-04-18,-539.446751776859,-45815400.0,2023-04-07 00:00:00,2023-03-05,44 days
294,300720,2022-12-31,4085,海川智能,2023-04-28,,,,2023-04-28,-44.578049863243,42613347.56,2023-02-28 00:00:00,2023-03-05,54 days
295,300737,2022-12-31,3628,科顺股份,2023-04-27,,,,2023-04-27,-72.413004626244,185555400.0,2023-02-20 00:00:00,2023-03-05,53 days
296,300739,2022-12-31,886,明阳电路,2023-03-31,,,,2023-03-31,66.418378040183,182467600.0,2023-03-13 00:00:00,2023-03-05,26 days
297,300767,2022-12-31,3180,震安科技,2023-04-26,,,,2023-04-26,14.519860601808,100164641.13,2023-04-15 00:00:00,2023-03-05,52 days
298,300770,2022-12-31,2413,新媒股份,2023-04-22,,,,2023-04-22,1.988520844257,693253100.0,2023-02-25 00:00:00,2023-03-05,48 days
299,300777,2022-12-31,3181,中简科技,2023-04-26,,,,2023-04-26,195.880239680399,595505265.66,2023-04-14 00:00:00,2023-03-05,52 days
300,300779,2022-12-31,1961,惠城环保,2023-04-20,,,,2023-04-20,-78.95560735737,2473600.0,2023-04-14 00:00:00,2023-03-05,46 days
301,300780,2022-12-31,891,德恩精工,2023-03-31,2023-04-21,,,2023-04-21,57.85629924308,112137800.0,2023-03-13 00:00:00,2023-03-05,26 days
302,300782,2022-12-31,4087,卓胜微,2023-04-28,,,,2023-04-28,-49.608096102621,1075783800.0,2023-02-24 00:00:00,2023-03-05,54 days
303,300803,2022-12-31,2810,指南针,2023-04-25,,,,2023-04-25,95.076262299656,343717923.0,2023-03-13 00:00:00,2023-03-05,51 days
304,300838,2022-12-31,3187,浙江力诺,2023-04-26,,,,2023-04-26,25.253650146313,106798280.44,2023-04-11 00:00:00,2023-03-05,52 days
305,300842,2022-12-31,3641,帝科股份,2023-04-27,,,,2023-04-27,-118.44229616642,-17323900.0,2023-04-21 00:00:00,2023-03-05,53 days
306,300852,2022-12-31,897,四会富仕,2023-03-31,,,,2023-03-31,22.442497511455,225593200.0,2023-03-13 00:00:00,2023-03-05,26 days
307,300854,2022-12-31,2820,中兰环保,2023-04-25,,,,2023-04-25,-69.741131483749,30797900.0,2023-02-28 00:00:00,2023-03-05,51 days
308,300861,2022-12-31,2418,美畅股份,2023-04-22,,,,2023-04-22,92.997793628809,1472913348.78,2023-03-13 00:00:00,2023-03-05,48 days
309,300881,2022-12-31,1747,盛德鑫泰,2023-04-18,,,,2023-04-18,40.321246342563,73450540.5,2023-04-12 00:00:00,2023-03-05,44 days
310,300919,2022-12-31,3647,中伟股份,2023-04-27,,,,2023-04-27,64.397225374969,1543611200.0,2023-04-15 00:00:00,2023-03-05,53 days
311,300938,2022-12-31,900,信测标准,2023-03-31,2023-04-04,,,2023-04-04,47.485688089668,118070700.0,2023-03-13 00:00:00,2023-03-05,26 days
312,300945,2022-12-31,1593,曼卡龙,2023-04-15,,,,2023-04-15,-22.828964871621,54241900.0,2023-02-11 00:00:00,2023-03-05,41 days
313,300962,2023-03-31,474,中金辐照,2023-04-22,,,,2023-04-22,2.879917011329,29302851.57,2023-04-03 00:00:00,2023-03-05,48 days
314,300982,2022-12-31,2158,苏文电能,2023-04-21,,,,2023-04-21,-15.103904133652,255666800.0,2023-04-10 00:00:00,2023-03-05,47 days
315,300999,2022-12-31,323,金龙鱼,2023-03-24,,,,2023-03-24,-27.119556009507,3011143000.0,2023-02-21 00:00:00,2023-03-05,19 days
316,301022,2022-12-31,4097,海泰科,2023-04-28,,,,2023-04-28,-4.232306026022,57770312.74,2023-02-02 00:00:00,2023-03-05,54 days
317,301069,2022-12-31,1975,凯盛新材,2023-04-20,2023-04-26,,,2023-04-26,21.276321690734,234523025.32,2023-03-30 00:00:00,2023-03-05,46 days
318,301076,2022-12-31,5,新瀚新材,2023-02-18,,,,2023-02-18,61.321410739687,106946900.0,2023-02-14 00:00:00,2023-03-05,-15 days
319,301085,2022-12-31,2585,亚康股份,2023-04-24,,,,2023-04-24,9.125185653991,77073700.0,2023-02-02 00:00:00,2023-03-05,50 days
320,301095,2022-12-31,324,广立微,2023-03-24,,,,2023-03-24,91.969021083193,122374890.34,2023-03-13 00:00:00,2023-03-05,19 days
321,301096,2022-12-31,553,百诚医药,2023-03-29,,,,2023-03-29,74.873410886778,194263817.99,2023-03-13 00:00:00,2023-03-05,24 days
322,301127,2022-12-31,150,天源环保,2023-03-16,,,,2023-03-16,26.178297609883,202129241.46,2023-03-14 00:00:00,2023-03-05,11 days
323,301149,2022-12-31,1979,隆华新材,2023-04-20,,,,2023-04-20,-34.547223463712,126985397.88,2023-04-06 00:00:00,2023-03-05,46 days
324,301158,2022-12-31,2169,德石股份,2023-04-21,,,,2023-04-21,22.581311587558,76497326.22,2023-04-11 00:00:00,2023-03-05,47 days
325,301168,2022-12-31,2856,通灵股份,2023-04-25,,,,2023-04-25,45.076834525696,115706633.65,2023-04-14 00:00:00,2023-03-05,51 days
326,301216,2022-12-31,170,万凯新材,2023-03-17,2023-03-31,,,2023-03-31,116.528552329418,956849200.0,2023-03-13 00:00:00,2023-03-05,12 days
327,301238,2022-12-31,3236,瑞泰新材,2023-04-26,,,,2023-04-26,27.175695062024,766029006.01,2023-02-28 00:00:00,2023-03-05,52 days
328,301270,2022-12-31,1983,汉仪股份,2023-04-20,,,,2023-04-20,-19.202243285754,54862000.0,2023-02-27 00:00:00,2023-03-05,46 days
329,301282,2022-12-31,680,金禄电子,2023-03-30,,,,2023-03-30,40.873025765388,141275500.0,2023-01-31 00:00:00,2023-03-05,25 days
330,301301,2022-12-31,1145,川宁生物,2023-04-04,,,,2023-04-04,269.582574068203,411518000.0,2023-03-13 00:00:00,2023-03-05,30 days
331,301302,2022-12-31,3240,华如科技,2023-04-26,,,,2023-04-26,11.921644199998,132147376.73,2023-03-20 00:00:00,2023-03-05,52 days
332,301314,2022-12-31,2876,科瑞思,2023-04-25,,,,2023-04-25,-17.390114327218,103100000.0,2023-02-18 00:00:00,2023-03-05,51 days
333,301316,2022-12-31,2174,慧博云通,2023-04-21,,,,2023-04-21,16.80060267935,89357293.99,2023-03-13 00:00:00,2023-03-05,47 days
334,301345,2022-12-31,2880,涛涛车业,2023-04-25,,,,2023-04-25,-15.002216499766,206307800.0,2023-03-10 00:00:00,2023-03-05,51 days
335,301356,2022-12-31,2881,天振股份,2023-04-25,,,,2023-04-25,46.83077125745,410172200.0,2023-01-20 00:00:00,2023-03-05,51 days
336,301429,2023-03-31,2153,森泰股份,2023-04-27,,,,2023-04-27,6.967096211341,19797200.0,2023-04-12 00:00:00,2023-03-05,53 days
337,600004,2022-12-31,4587,白云机场,2023-04-29,2023-04-08,2023-04-19,,2023-04-19,-163.943187477317,-1071204611.73,2023-04-07 00:00:00,2023-03-05,55 days
338,600007,2022-12-31,554,中国国贸,2023-03-29,,,,2023-03-29,8.993636263935,1115870000.0,2023-03-24 00:00:00,2023-03-05,24 days
339,600009,2022-12-31,379,上海机场,2023-03-25,2023-04-29,,,2023-04-29,-88.937632886814,-2981856800.0,2023-03-25 00:00:00,2023-03-05,20 days
340,600015,2022-12-31,4113,华夏银行,2023-04-28,,,,2023-04-28,6.373486297004,25035000000.0,2023-02-24 00:00:00,2023-03-05,54 days
341,600018,2022-12-31,682,上港集团,2023-03-30,2023-04-04,,,2023-04-04,18.256130790191,17360000000.0,2023-01-11 00:00:00,2023-03-05,25 days
342,600021,2022-12-31,922,上海电力,2023-03-31,,,,2023-03-31,117.472900684104,320768000.0,2023-03-13 00:00:00,2023-03-05,26 days
343,600023,2022-12-31,4115,浙能电力,2023-04-28,,,,2023-04-28,-122.00956937799,-1856000000.0,2023-04-14 00:00:00,2023-03-05,54 days
344,600030,2022-12-31,926,中信证券,2023-03-31,,,,2023-03-31,-8.565614956766,21121000000.0,2023-01-13 00:00:00,2023-03-05,26 days
345,600036,2022-12-31,380,招商银行,2023-03-25,,,,2023-03-25,15.08480512333,138012000000.0,2023-01-14 00:00:00,2023-03-05,20 days
346,600037,2022-12-31,3694,歌华有线,2023-04-27,,,,2023-04-27,60.073570462036,334333242.77,2023-03-22 00:00:00,2023-03-05,53 days
347,600120,2022-12-31,1246,浙江东方,2023-04-08,,,,2023-04-08,43.835208092988,943807800.0,2023-03-16 00:00:00,2023-03-05,34 days
348,600132,2022-12-31,4603,重庆啤酒,2023-04-29,2023-04-28,,,2023-04-28,8.348300191881,1263604900.0,2023-02-08 00:00:00,2023-03-05,55 days
349,600161,2023-03-31,943,天坛生物,2023-04-25,,,,2023-04-25,109.232934800497,261909000.0,2023-04-13 00:00:00,2023-03-05,51 days
350,600188,2022-12-31,383,兖矿能源,2023-03-25,,,,2023-03-25,89.197140422961,30761389000.0,2023-03-07 00:00:00,2023-03-05,20 days
351,600233,2022-12-31,3253,圆通速递,2023-04-26,,,,2023-04-26,86.343313259955,3919561100.0,2023-01-10 00:00:00,2023-03-05,52 days
352,600256,2022-12-31,1855,广汇能源,2023-04-19,2023-04-14,,,2023-04-14,126.61206199141,11337656400.0,2023-04-07 00:00:00,2023-03-05,45 days
353,600267,2023-03-31,946,海正药业,2023-04-25,,,,2023-04-25,71.909171101941,232298800.0,2023-04-20 00:00:00,2023-03-05,51 days
354,600269,2022-12-31,235,赣粤高速,2023-03-21,,,,2023-03-21,-19.399558686956,719045000.0,2023-01-19 00:00:00,2023-03-05,16 days
355,600284,2022-12-31,486,浦东建设,2023-03-28,,,,2023-03-28,6.113160402591,567542100.0,2023-03-08 00:00:00,2023-03-05,23 days
356,600297,2022-12-31,4136,广汇汽车,2023-04-28,,,,2023-04-28,-265.922009642672,-2668883400.0,2023-04-18 00:00:00,2023-03-05,54 days
357,600299,2022-12-31,4629,安迪苏,2023-04-29,2023-03-31,,,2023-03-31,-15.285326086957,1247000000.0,2023-02-16 00:00:00,2023-03-05,55 days
358,600309,2022-12-31,236,万华化学,2023-03-21,,,,2023-03-21,-34.117006129005,16239333200.0,2023-02-14 00:00:00,2023-03-05,16 days
